Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,CreditScoreBins,Gender_Female,Geography_France,Geography_Germany,Geography_Spain
0.5973327410427145,-0.004425957213915305,0.8234489825909677,1,1,0,-0.22575565652582363,0,1,True,True,False,False
-1.9536940768138191,-1.7333154938995747,-0.009579231263980038,1,0,0,-0.947291724355257,0,2,True,False,True,False
2.6577774785422226,-0.3502038645510472,-1.225847671409028,1,1,0,-1.7118972170658242,1,0,True,False,False,True
1.1860312374711455,-0.3502038645510472,-0.5737700038102944,1,1,1,-0.9270938782937008,0,1,True,True,False,False
-0.3838314196713369,-0.004425957213915305,0.9675743614357468,1,0,0,-0.27093228051997187,0,3,True,False,True,False
-1.168762748242578,1.3786856721346121,1.2155438659662452,2,0,0,0.45914926395666855,0,2,True,False,True,False
-0.5800642518141472,-1.3875375865624429,-0.3269722412061958,2,0,0,1.3686515616931476,0,0,True,False,False,True
1.6766133178281712,1.0329077647974803,0.03560054743720529,1,1,1,-0.01203109978177559,0,2,True,False,False,True
-1.2668791643139832,-0.3502038645510472,0.5237736209156966,1,1,1,-0.12606277622526518,0,1,True,False,True,False
-0.28571500359993174,0.34135195012321656,1.4960596203933352,2,1,1,-1.2577791147705282,0,3,True,False,True,False
-0.481947835742742,-1.3875375865624429,0.4030361211700457,1,1,0,0.17982435403694505,0,1,True,False,True,False
0.40109990889990427,1.7244635794717438,0.7483717542691593,2,1,1,1.6794825587635858,0,2,True,False,True,False
-0.3838314196713369,-0.004425957213915305,1.189846801027209,2,0,1,0.23590979377262117,0,1,True,False,True,False
-1.757461244671009,1.0329077647974803,0.35079127235539437,1,1,0,-1.4239372771449408,0,2,True,True,False,False
1.8728461499709816,-1.041759679225311,0.9177050506915504,4,1,0,-1.2470761847980885,1,2,True,False,True,False
-0.9725299160997678,0.34135195012321656,-1.225847671409028,1,1,0,-1.150045386625037,0,4,True,True,False,False
-0.18759858752852662,-1.7333154938995747,1.3963024074587023,1,0,1,-0.971813693237685,0,1,True,False,False,True
-1.3649955803853884,-0.004425957213915305,1.3029230222109998,2,1,1,-0.7244854141803299,0,1,True,False,True,False
-0.28571500359993174,1.3786856721346121,-1.225847671409028,2,0,1,0.7907154272123808,0,0,True,True,False,False
-1.757461244671009,-1.3875375865624429,1.6384882092265163,2,1,0,-1.3511643089326582,0,2,True,True,False,False
1.578496901756766,1.0329077647974803,-1.225847671409028,2,1,1,0.6794126066593463,0,1,True,True,False,False
-0.6781806678855524,1.3786856721346121,-1.225847671409028,1,1,1,0.836765674605092,0,2,True,True,False,False
-0.5800642518141472,-0.004425957213915305,0.012298092828129123,1,0,1,1.637163817045588,0,3,True,False,False,True
0.20486707675709395,1.7244635794717438,0.7324993070415582,2,1,0,-0.031102486373608566,0,0,True,False,True,False
-0.0001962328321431418,-1.3875375865624429,0.32310091589144607,2,0,0,1.240243007195046,0,1,True,True,False,False
-0.6781806678855524,-1.041759679225311,-1.225847671409028,1,1,0,0.6324023125342576,1,3,True,True,False,False
-0.28571500359993174,-0.695981771888179,-1.225847671409028,2,0,0,-1.2880145876351567,0,0,True,True,False,False
-0.481947835742742,-0.3502038645510472,0.22152238230962304,1,1,1,1.0284733219172884,0,0,True,True,False,False
0.6954491571141197,-0.3502038645510472,-1.225847671409028,2,1,0,-1.7072969569127634,0,0,True,True,False,False
3.540825223184869,1.7244635794717438,-1.225847671409028,2,1,1,0.25362744665469866,0,1,True,False,False,True
-1.6593448285996037,-0.695981771888179,0.7243601000944537,1,1,0,0.4965100537758168,1,3,True,False,False,True
-0.8744135000283627,1.3786856721346121,-1.225847671409028,2,1,0,0.9003869856034099,0,2,True,True,False,False
-0.0001962328321431418,-0.3502038645510472,-1.225847671409028,3,1,0,-0.1189202441599856,1,1,True,True,False,False
-1.0706463321711728,-0.695981771888179,0.08234377060454129,2,1,1,0.9859758212713994,0,1,True,False,True,False
0.4992163249713094,-0.004425957213915305,-1.225847671409028,3,1,1,1.2887854461777652,1,1,True,False,False,True
0.5973327410427145,0.6871298574603484,0.6753929553061735,2,1,0,0.8180172017575125,0,4,True,True,False,False
-0.0001962328321431418,1.7244635794717438,-1.225847671409028,2,1,0,0.1656185837498862,0,0,True,True,False,False
-0.9725299160997678,1.0329077647974803,-1.225847671409028,2,1,1,1.2554922914181668,0,3,True,True,False,False
0.3029834928284991,-0.3502038645510472,-1.225847671409028,2,0,1,-0.24532002128941732,0,2,True,False,False,True
-0.3838314196713369,1.7244635794717438,1.5993141087452805,1,0,1,0.3684301513922223,0,0,True,False,False,True
-0.0001962328321431418,1.3786856721346121,0.4221788999539575,1,0,1,-0.6172224062856171,0,3,True,False,False,True
-0.9725299160997678,1.0329077647974803,0.3301666270892653,2,1,1,1.6899655178763158,0,4,True,False,True,False
-1.6593448285996037,1.0329077647974803,-1.225847671409028,2,0,0,-0.007741581072431416,0,2,True,False,False,True
-0.481947835742742,1.3786856721346121,-1.225847671409028,2,0,0,-1.626846397081583,0,0,True,True,False,False
0.1067506606856888,0.34135195012321656,-1.225847671409028,1,1,1,1.0739062597827504,0,1,True,True,False,False
0.4992163249713094,0.34135195012321656,-1.225847671409028,2,0,0,1.1663183654619271,0,1,True,True,False,False
-0.7762970839569575,1.3786856721346121,0.09917992788595745,1,1,0,-1.0106403758215394,0,2,True,True,False,False
-0.28571500359993174,0.6871298574603484,-1.225847671409028,2,1,0,-0.6877989698109479,0,0,True,False,False,True
2.5596610624708176,-1.3875375865624429,-1.225847671409028,1,1,1,1.3487854977662366,1,2,True,False,False,True
-0.0001962328321431418,-0.3502038645510472,0.4902272794282506,2,1,1,-1.2016781988241692,1,1,True,False,False,True
-0.0001962328321431418,-1.3875375865624429,0.19958127032437936,1,1,1,-1.5656310282294663,0,1,True,False,True,False
-0.0001962328321431418,-1.041759679225311,0.3737675752998252,1,0,1,-1.0974845234549402,0,3,True,False,True,False
-0.5800642518141472,-0.004425957213915305,1.1797059684586015,1,0,0,-0.49084714764726767,0,1,True,False,False,True
-0.3838314196713369,1.3786856721346121,0.26201118652800265,1,1,0,-0.011135566242245709,1,0,True,False,True,False
-0.8744135000283627,-0.695981771888179,0.22519563538186413,1,0,1,-0.6435210093764677,0,2,True,False,True,False
0.008634244614283658,0.6871298574603484,0.5059631756886392,2,1,0,-1.2669448570751147,0,0,True,False,True,False
0.3029834928284991,-1.041759679225311,0.3806832727590163,1,0,0,-0.23114902900389336,0,0,True,True,False,False
-0.28571500359993174,1.3786856721346121,0.47607982992378434,1,0,1,-1.3406210099872649,0,2,True,False,False,True
-1.0706463321711728,1.3786856721346121,1.2499486194025076,2,0,1,0.02105286529858877,1,2,True,False,True,False
-0.8744135000283627,1.3786856721346121,0.8953608569192879,2,1,1,-0.45074219961698886,0,1,True,False,True,False
-0.18759858752852662,0.34135195012321656,1.4645333357025438,1,1,0,0.27036505545351586,0,1,True,False,True,False
0.20486707675709395,-1.3875375865624429,-1.225847671409028,2,1,0,-1.1880850430341514,0,0,True,True,False,False
-0.7762970839569575,1.0329077647974803,0.5021732452641319,1,1,0,1.7325557018962958,1,0,True,False,True,False
-0.0001962328321431418,-0.3502038645510472,1.7419531335173701,2,1,0,0.3607216073519582,0,2,True,False,True,False
-0.481947835742742,1.0329077647974803,0.8485945547152397,2,0,0,-1.0773958803182044,0,4,True,True,False,False
0.008634244614283658,0.34135195012321656,0.7005053513151718,1,0,0,0.0007079082905388389,0,2,True,False,False,True
0.008634244614283658,0.34135195012321656,-1.225847671409028,2,1,0,0.712594993484055,0,1,True,True,False,False
0.89168198925693,1.7244635794717438,0.799729182068016,1,1,1,1.7048023350012298,0,2,True,False,True,False
-1.0706463321711728,-0.695981771888179,-1.225847671409028,1,0,0,1.4529583063345444,0,1,True,True,False,False
0.3029834928284991,1.3786856721346121,1.2199444292370913,1,1,0,0.1769330848793213,1,0,True,True,False,False
1.2841476535425507,-1.3875375865624429,-1.225847671409028,1,0,1,-1.5902969780382497,1,0,True,True,False,False
1.6766133178281712,-1.7333154938995747,1.1542940257856118,1,1,0,-0.9262452950562433,1,1,True,False,True,False
0.20486707675709395,0.6871298574603484,-1.225847671409028,2,1,0,1.2396363049582653,0,4,True,True,False,False
-1.4631119964567936,1.3786856721346121,0.4061458610959019,1,1,0,1.1679515404140175,0,3,True,True,False,False
-0.481947835742742,-0.695981771888179,-1.225847671409028,2,1,1,0.4196995334753119,0,3,True,True,False,False
-0.0001962328321431418,1.3786856721346121,0.8714987356699452,1,1,1,0.2581391967938526,0,3,True,False,True,False
-0.08948217145712149,1.3786856721346121,0.7386090011977997,1,1,1,-1.1212664164647004,0,2,True,True,False,False
-1.3649955803853884,-1.3875375865624429,-1.225847671409028,2,0,1,-1.4542572605533,0,2,True,True,False,False
0.008634244614283658,0.6871298574603484,0.774791641816329,2,1,1,0.42291510749725103,0,3,True,False,True,False
1.0879148213997403,-0.004425957213915305,1.0964010635489592,2,1,1,-1.1328761828271687,0,1,True,False,True,False
-0.481947835742742,-0.004425957213915305,-0.2054989368942612,1,0,1,1.177131715589241,0,0,True,False,True,False
0.1067506606856888,-1.041759679225311,0.9131799567851124,1,0,1,-0.1204170893460581,0,1,True,True,False,False
0.89168198925693,-1.041759679225311,2.1902696722207384,1,1,0,-0.4334902241754669,1,1,True,False,False,True
-0.3838314196713369,-1.3875375865624429,0.8495084204606003,2,0,1,-1.5910833086529592,1,0,True,False,False,True
0.4992163249713094,1.7244635794717438,0.9771119336280759,1,1,0,1.5555097644712839,0,3,True,False,True,False
-0.481947835742742,0.6871298574603484,-1.225847671409028,2,1,1,1.3969801567336042,0,1,True,True,False,False
0.40109990889990427,-0.004425957213915305,0.7911949068883063,1,1,1,1.6211433306384249,0,2,True,True,False,False
1.2841476535425507,-1.041759679225311,-1.225847671409028,1,1,0,1.0265349700017272,1,3,True,False,False,True
-0.7762970839569575,-0.004425957213915305,-0.5700896988101691,1,1,0,0.4542633025209964,1,2,True,True,False,False
-1.757461244671009,-0.004425957213915305,0.58773540818108,1,1,1,-0.7990026730596075,0,0,True,False,False,True
-0.9725299160997678,1.0329077647974803,0.9906524365212339,2,1,0,0.7126928935583765,0,1,True,False,False,True
-0.18759858752852662,-0.004425957213915305,0.4885269634527103,1,0,0,-1.314525162645364,0,1,True,True,False,False
0.4992163249713094,1.3786856721346121,0.708329946115987,1,1,0,-0.4391400844148583,0,2,True,True,False,False
-0.6781806678855524,-1.7333154938995747,-1.225847671409028,2,0,1,-1.7251865870124325,0,0,True,True,False,False
-0.6781806678855524,0.6871298574603484,-1.225847671409028,2,1,0,-0.1837928676535379,0,3,True,False,False,True
0.89168198925693,1.3786856721346121,-1.225847671409028,1,1,0,0.8660165822462607,1,0,True,True,False,False
0.3029834928284991,1.0329077647974803,-1.225847671409028,2,1,0,1.4034693840400465,0,2,True,False,False,True
-0.18759858752852662,-1.041759679225311,0.8193651149905588,1,1,0,-0.025110062819096078,0,0,True,True,False,False
0.40109990889990427,0.34135195012321656,-1.225847671409028,2,1,1,0.15565399075003744,0,1,True,True,False,False
1.7747297338995764,0.6871298574603484,-1.225847671409028,1,1,0,-1.4284904131059215,1,2,True,False,False,True
-0.5800642518141472,0.6871298574603484,-1.225847671409028,2,0,0,-0.2972435775813829,0,3,True,True,False,False
-1.0706463321711728,-1.041759679225311,-1.225847671409028,2,1,1,-0.1395100382988427,0,1,True,False,False,True
3.3445923910420587,0.34135195012321656,0.3329369128501488,1,0,1,0.0805009900026975,0,1,True,True,False,False
-0.5800642518141472,-0.3502038645510472,0.7494406021568846,1,0,0,0.21905498310863042,0,1,True,False,True,False
-1.6593448285996037,0.34135195012321656,0.3938559535045763,1,0,1,-0.2676285442641413,0,2,True,False,False,True
-0.8744135000283627,-1.041759679225311,-1.225847671409028,2,1,0,-0.28894293806498306,0,2,True,True,False,False
0.9897984053283351,0.6871298574603484,0.5051980415132005,1,0,0,-0.9210106841551816,0,4,True,True,False,False
-0.28571500359993174,-1.041759679225311,-1.225847671409028,2,1,1,0.11976778819597919,0,2,True,False,False,True
-0.9725299160997678,-1.7333154938995747,0.9170230972109282,1,1,0,-0.7739444273935077,1,2,True,False,False,True
-0.7762970839569575,1.3786856721346121,0.7805820759647208,2,1,1,0.6918073125164625,0,1,True,False,True,False
-1.4631119964567936,0.6871298574603484,0.585764073795262,1,1,0,1.0853038803358548,1,2,True,False,True,False
0.20486707675709395,1.3786856721346121,0.5213192294698089,1,1,0,1.6764686971505505,0,1,True,False,False,True
0.008634244614283658,-1.041759679225311,-1.225847671409028,2,1,0,-1.0323675845006035,1,1,True,False,False,True
-1.4631119964567936,1.3786856721346121,-0.29740030216586505,2,0,0,-0.8165168746327044,0,2,True,False,True,False
-0.9725299160997678,-0.3502038645510472,0.8595098171824057,1,1,0,1.1116379569882713,0,0,True,True,False,False
-1.168762748242578,-0.004425957213915305,0.3099739124060453,2,1,0,0.9721619990616414,0,1,True,False,True,False
0.4992163249713094,1.7244635794717438,0.8514029849951333,1,1,0,-1.645304473616344,1,0,True,False,True,False
-0.8744135000283627,-0.3502038645510472,1.4901396872056147,1,1,0,0.21035248378449198,0,0,True,True,False,False
0.1067506606856888,-0.004425957213915305,-1.225847671409028,2,1,1,0.8062860601696863,0,0,True,True,False,False
-0.3838314196713369,0.6871298574603484,0.9196726988423379,1,1,1,-1.265991244273021,0,0,True,False,False,True
-0.8744135000283627,-1.7333154938995747,-1.225847671409028,2,1,1,0.5297251319219686,0,0,True,True,False,False
-0.28571500359993174,-0.004425957213915305,1.8269876840117076,2,0,0,1.3782808947581977,0,1,True,False,True,False
0.1067506606856888,1.0329077647974803,0.40880716251675614,1,0,1,-0.09244201269120601,0,1,True,False,False,True
1.578496901756766,-0.695981771888179,1.364274313990513,1,1,0,-1.5999513512644048,1,3,True,False,True,False
0.5973327410427145,-1.041759679225311,0.734447402119576,1,1,1,-1.4016880506628344,0,4,True,False,False,True
2.5596610624708176,-1.041759679225311,-1.225847671409028,2,1,1,-0.9045519949286761,0,0,True,True,False,False
0.5973327410427145,-1.3875375865624429,1.372954756402732,2,1,0,1.2944551298780314,0,3,True,False,True,False
0.3029834928284991,-1.041759679225311,-1.225847671409028,2,1,1,-0.7758878221192913,0,1,True,True,False,False
1.0879148213997403,-0.3502038645510472,-1.225847671409028,1,1,1,-1.5918477291267017,1,4,True,True,False,False
-0.6781806678855524,1.0329077647974803,-1.225847671409028,2,1,0,-0.07360868151988112,0,0,True,True,False,False
0.008634244614283658,-1.3875375865624429,0.3610071117933157,1,1,0,1.649443407717623,0,2,True,True,False,False
-0.18759858752852662,-1.7333154938995747,-1.225847671409028,1,0,1,0.5465620319151687,0,0,True,False,False,True
-0.8744135000283627,-0.004425957213915305,-1.225847671409028,2,0,1,1.6696617728000853,0,1,True,False,False,True
-0.481947835742742,0.6871298574603484,0.5593828115803674,2,1,0,0.8429234675569041,0,2,True,False,True,False
0.20486707675709395,1.0329077647974803,-0.3248861527211708,2,0,0,-0.12359458145631619,1,2,True,True,False,False
-0.28571500359993174,-0.695981771888179,0.1256826755857667,2,1,0,-1.4331124095099417,0,0,True,True,False,False
0.1067506606856888,-1.3875375865624429,-1.225847671409028,2,0,0,0.25920375142084306,0,0,True,True,False,False
-0.6781806678855524,1.0329077647974803,0.26488003900817697,1,1,0,-0.2283666149910745,0,1,True,True,False,False
-0.9725299160997678,1.3786856721346121,-0.2368077337182595,2,1,0,0.48667570439171726,0,1,True,False,False,True
-0.3838314196713369,-0.695981771888179,1.5755330846666062,1,1,1,-1.7300295976162083,0,4,True,True,False,False
-0.6781806678855524,0.34135195012321656,-1.225847671409028,2,1,1,-0.9927168371703738,0,1,True,False,False,True
-0.18759858752852662,-0.695981771888179,0.5006027488700967,1,1,1,1.0172718492928423,0,2,True,False,True,False
1.7747297338995764,1.7244635794717438,-1.225847671409028,2,1,1,-0.9084544344809342,0,0,True,True,False,False
-0.3838314196713369,0.34135195012321656,0.3195477058643252,1,1,0,-1.5580857669064097,0,0,True,True,False,False
-0.8744135000283627,-1.041759679225311,1.0346159179334784,1,1,1,-1.636514333728337,0,4,True,False,False,True
0.3029834928284991,-0.3502038645510472,0.46373302609612005,1,0,1,0.3707129794129889,0,3,True,True,False,False
1.0879148213997403,-0.004425957213915305,-1.225847671409028,1,0,1,0.8008624308302812,1,0,True,False,False,True
-0.08948217145712149,-1.041759679225311,0.8420029253965464,2,1,1,-1.4905048065433082,1,2,True,True,False,False
-0.5800642518141472,-0.695981771888179,1.6056074735686883,1,1,0,-0.09423916592053427,0,0,True,False,False,True
-0.18759858752852662,-0.695981771888179,-1.225847671409028,1,1,1,1.3838179003826072,0,0,True,True,False,False
0.20486707675709395,-0.695981771888179,0.21280716107124775,1,0,0,1.7252410187234168,1,1,True,False,False,True
-0.481947835742742,-0.004425957213915305,0.9370832677041423,1,1,1,0.9018657462286842,0,1,True,True,False,False
0.5973327410427145,-0.004425957213915305,-1.225847671409028,1,1,0,0.7376981027721351,1,1,True,True,False,False
0.5973327410427145,-1.041759679225311,0.4790656802984016,1,0,1,1.0115943405422305,0,2,True,True,False,False
-0.5800642518141472,-1.041759679225311,1.367573173800537,2,1,0,1.204912730995527,0,2,True,False,True,False
-0.7762970839569575,1.0329077647974803,-1.225847671409028,2,1,1,1.214183155084734,0,1,True,True,False,False
0.20486707675709395,1.3786856721346121,-1.225847671409028,2,0,0,-0.19541358908648992,0,1,True,True,False,False
-0.481947835742742,-1.3875375865624429,-0.21461707964856713,1,1,1,-1.0336792368285013,0,2,True,True,False,False
-1.2668791643139832,-0.3502038645510472,0.6699511107747858,2,0,0,-0.6896988920348126,0,0,True,False,True,False
0.7935655731855248,0.6871298574603484,0.4867163809684351,1,0,1,1.0062802619076607,1,1,True,False,True,False
0.6954491571141197,0.6871298574603484,-0.4323046442176636,1,1,0,0.5723954792354867,0,2,True,True,False,False
-0.5800642518141472,1.3786856721346121,-1.225847671409028,2,0,0,1.330021722597982,0,2,True,False,False,True
0.40109990889990427,-1.3875375865624429,0.46980954413708836,2,1,0,-1.1338011037779958,1,4,True,True,False,False
1.480380485685361,1.0329077647974803,-1.225847671409028,1,1,1,-1.2407491968688078,1,1,True,True,False,False
-0.7762970839569575,1.3786856721346121,0.6128151088880698,2,1,1,-0.03324202902805033,0,2,True,True,False,False
-0.8744135000283627,0.6871298574603484,-1.225847671409028,1,0,1,0.43333390119714865,0,0,True,False,False,True
0.3029834928284991,-1.041759679225311,-1.225847671409028,2,1,1,1.1806152541130082,0,0,True,True,False,False
-0.5800642518141472,1.7244635794717438,-1.225847671409028,1,1,0,-1.655928805305314,1,4,True,True,False,False
0.5973327410427145,0.34135195012321656,0.36987891788493854,1,1,1,0.1527138585002566,1,2,True,False,True,False
-0.18759858752852662,-0.3502038645510472,1.5077025136012832,2,1,0,1.7069502243760404,0,2,True,True,False,False
-0.8744135000283627,1.3786856721346121,-1.225847671409028,2,1,1,-1.2716564068330878,0,2,True,True,False,False
0.008634244614283658,0.34135195012321656,-0.030287057224925387,3,1,1,-0.24942295602052553,1,0,True,False,True,False
1.0879148213997403,-1.041759679225311,0.3269930992702748,1,1,0,-0.39792971760578516,1,3,True,False,True,False
-0.9725299160997678,-0.695981771888179,0.8709825024946022,1,1,0,-0.6788963230879749,0,1,True,False,True,False
3.2464759749706538,-1.3875375865624429,-1.225847671409028,2,0,1,0.20677174074643387,0,2,True,True,False,False
0.1067506606856888,-1.7333154938995747,-1.225847671409028,2,1,0,-0.6583065289491176,0,1,True,True,False,False
-0.18759858752852662,-1.3875375865624429,-1.225847671409028,2,0,1,0.9740412283745928,0,0,True,True,False,False
-1.8555776607424141,-0.695981771888179,0.69282564157816,2,0,1,0.8702349799424656,0,3,True,False,True,False
2.755893894613628,-0.004425957213915305,0.600905684860316,2,0,1,-0.12075147983081841,0,1,True,True,False,False
0.3029834928284991,0.34135195012321656,0.37943956911397975,1,1,0,-1.1585821687718605,1,3,True,False,True,False
-0.9725299160997678,-1.041759679225311,-1.225847671409028,1,1,1,0.7700677277009675,0,2,True,True,False,False
0.40109990889990427,-0.695981771888179,0.6368309301110707,3,1,0,-0.7700941548435521,1,0,True,False,True,False
0.6954491571141197,-1.041759679225311,-1.225847671409028,3,1,0,-0.19200551882605368,1,1,True,True,False,False
-1.0706463321711728,-1.041759679225311,0.07513413596944857,2,0,1,1.0906715170927883,0,2,True,True,False,False
-0.08948217145712149,-0.3502038645510472,-1.225847671409028,2,1,0,0.628949900321864,0,1,True,False,False,True
0.008634244614283658,-0.004425957213915305,0.6461795426903204,1,1,0,0.41668793243237634,0,2,True,False,True,False
-0.18759858752852662,1.0329077647974803,0.472411705526368,2,0,1,-0.4509218279949179,0,2,True,True,False,False
2.755893894613628,0.34135195012321656,0.6559208194358508,1,1,1,-0.9567280395117869,1,1,True,False,True,False
-0.481947835742742,0.6871298574603484,-1.225847671409028,2,1,0,-0.6618284971645814,0,0,True,False,False,True
0.1067506606856888,1.7244635794717438,0.7534614832196005,1,1,0,0.5540655596363833,1,1,True,True,False,False
-1.2668791643139832,0.6871298574603484,1.2166918877715798,2,1,0,-0.35953915116118135,0,3,True,False,True,False
-1.2668791643139832,-1.3875375865624429,-1.225847671409028,2,1,1,1.7310458149596473,0,0,True,True,False,False
-1.4631119964567936,1.0329077647974803,0.4265127904520801,1,1,1,0.9996423586446564,0,1,True,False,True,False
1.480380485685361,1.0329077647974803,0.8002696161776891,1,1,0,0.5969732668103787,1,2,True,False,True,False
